大类名称,奖项,作品编号,作品名称,参赛学校,参赛作者,指导教师
大数据应用,二等奖,2023004893,数字孪生技术驱动的冲击地压监测预警大数据平台,中国矿业大学,"华展博,王柯力,朱少行","徐晓,曹安业"
大数据应用,二等奖,2023005489,气候变暖对河南省小麦产量的影响,河南财经政法大学,"薛舒文,杨程博,贾向真",刘江伟
大数据应用,二等奖,2023005604,基于大数据的智慧农林灌溉系统,江苏第二师范学院,"许晟,王怡静,赵子霆","倪艺洋,周近"
大数据应用,二等奖,2023005986,"基于区块链和人工智能的渔业种质资源可信确权管理及辅
助决策系统设计与实现",仲恺农业工程学院,"李麟燊,谢志洋,刘奕顺","徐龙琴,谢彩健"
大数据应用,二等奖,2023006079,锐眼识症——AI影像辅助诊断系统,大连理工大学,"吴鑫卓,杨新磊,程书晗",金博
大数据应用,二等奖,2023006277,基于多源数据的ESG智能决策引擎,河北大学,"张泽森,魏佳瑶,彭冉","宋铁锐,范士勇"
大数据应用,二等奖,2023006288,基于多图卷积神经网络的中药方剂推荐方法,山东女子学院,"朱瑜琛,李希雨,杨欣莹",胡宝芳
大数据应用,二等奖,2023007546,基于知识图谱的医药智能服务平台,中国药科大学,"杨文志,孙福博,周超然",侯凤贞
大数据应用,二等奖,2023008278,HerbiV——一个多功能中药网络药理学分析工具,南京中医药大学,"周唯叶,沈天威,王皓阳","李梦圆,陆茵"
大数据应用,二等奖,2023008669,基于UGC的旅游时空大数据分析系统,滁州学院,"卢杰,刘源,毛景","邓凯,杨灿灿"
大数据应用,二等奖,2023009324,"基于hive数据仓库的北京二手房市场交易数据可视化分
析",中国社会科学院大学,"李鑫,李翀,王烁宇","朱俭,蒋欣兰"
大数据应用,二等奖,2023009384,基于多源信息融合的马冈鹅育种周期健康养殖系统,仲恺农业工程学院,"李嘉鹏,郭家辉,陈粤涛","尹 航 ,SHAHBAZ
GUL HASSAN"
大数据应用,二等奖,2023012086,基于多源地理大数据的城市热环境智能分析云平台,南通大学,"冷晒杰,吴俊杰,冷宏骏","周侗,陶菲"
大数据应用,二等奖,2023012783,鹰眼护航——基于YOLOv7的船舶识别系统,湖北工业大学,詹必豪,顾巍
大数据应用,二等奖,2023013384,全球气候变化对人类健康的影响,华侨大学,"谭睿莎,陈金,刘清","柳欣,彭淑娟"
大数据应用,二等奖,2023014040,基于时间序列模型的地表温度预测研究,广州华商学院,"骆琦,郑志豪",王会岛
大数据应用,二等奖,2023014749,LocatingGPT ——AI赋能的大数据文件搜索引擎,广州大学,"陈嘉诺,高迅,梁晓阳",彭凌西
大数据应用,二等奖,2023016592,基于达梦数据库的大数据求职招聘分析系统,南京信息工程大学,"韩信,杨磊,曹耀雷",孙菁
大数据应用,二等奖,2023020036,"CSL-Mooc-Spy：课程评论大数据助力中文二语学习者选课
决策",北京语言大学,"程洁如,张博谦,张格宁","赵慧周,王治敏"
大数据应用,二等奖,2023020149,绿水青山看中国：气候变化与环保新思路探究,湖北大学,"常嘉辰,熊艳,刘玉斌",刘吉华
大数据应用,二等奖,2023022109,基于多模型融合的网络流量分析及DDoS攻击检测系统,新疆大学,"孙健康,闫梦蝶,张晗","郑炅,秦继伟"
大数据应用,二等奖,2023022783,"大数据驱动的长江流域农业耕地高质量利用多目标决策系
统研究",南京森林警察学院,"丁姿芊,沙欣怡,陈羿帆","张水锋,王新猛"
大数据应用,二等奖,2023023754,基于CNN-BiLSTM和BERT的舆情追踪与分析系统,山东师范大学,"刘子豪,刘冠麟,李文慧",吴泓辰
大数据应用,二等奖,2023024851,科研项目大数据智能洞察选题平台,武汉理工大学,"程嘉豪,麦鲁奕,邱楠",江长斌
大数据应用,二等奖,2023026152,"基于实时流计算的新闻用户搜索行为分析系统的设计与实
现",安徽财经大学,"张蕾,钱宸,王清帅",武凌
大类名称,奖项,作品编号,作品名称,参赛学校,参赛作者,指导教师
大数据应用,二等奖,2023026197,联邦警探——基于联邦学习的嫌疑车辆识别系统,东北林业大学,"徐烔炀,马朝泰,赵晶","孙海龙,刘鹏"
大数据应用,二等奖,2023028208,中文人物形象自动提取与分析,北京语言大学,"许雨欣,王佳玲,龚雨",刘鹏远
大数据应用,二等奖,2023028863,"“NEU财富”——基于大数据的金融与历史事件辅助分析
平台",东北大学,"童佟,孟桐冰,王家宝","张引,郭军"
大数据应用,二等奖,2023029919,火眼金睛——基于深度学习的恶意社交机器人识别算法,北京工业大学,"刘楚彤,刘欣桐,徐思雨",王秀娟
大数据应用,二等奖,2023031344,生生万物 息息相关,北京信息科技大学,"高昕怡,刘佳琦,赵川","邢春玉,李莉"
大数据应用,二等奖,2023031965,康享欣-大数据辅助非小细胞肺癌(NSCLC)预测及诊疗,湖南师范大学,"兰佳杰,周海璐",王颖
大数据应用,二等奖,2023036175,大数据解读环境、经济与碳排放的协同发展,沈阳师范大学,"王欣玉,杨亚文,李慧娟","刘会燕,郑郁"
大数据应用,二等奖,2023036221,"基于Spark和达梦原生大数据平台的上海市旅游业大数据
分析与前景预测",重庆财经学院,"彭浩宇,沈磊,李呼潇","张晓媛,叶芮君"
大数据应用,二等奖,2023039546,"LifeMapperPro：基于心理大数据的Z世代生涯可持续发展
交互平台",山东师范大学,"张梦楠,聂帅怡,王依珂","王鹏,徐连诚"
大数据应用,二等奖,2023040674,“星空探秘”—基于深度学习的星系参数智能预测平台,德州学院,"刘聪,杨传德,王田雨",王丽丽
大数据应用,二等奖,2023045445,基于LSTM算法的海马云流量预测系统,北京邮电大学,"胡杨,李加烨,谢昀松",林尚静
大数据应用,二等奖,2023046471,"数据分析视角下基于K-means与图谱协同过滤算法的学习
行为分析和选课推荐",中南财经政法大学,"黄文颂,陆鑫檑,李籽漫",丁晓颖
大数据应用,二等奖,2023047711,"""头盔视界""——基于计算机视觉和深度学习的非机动车监
管平台",华北水利水电大学,"荆鹏,贾康帅,李鑫",冯岭
大数据应用,二等奖,2023048681,地眼——基于AETA大数据的地震预测与智能展示平台,武昌首义学院,吴小芳,"张硕,梁洁"
大数据应用,二等奖,2023048785,基于大数据模型的装备维修时机预测方法,陆军装甲兵学院,"蒋祯涛,陈佳华,赵健博","纪伯公,罗晓玲"
大数据应用,二等奖,2023049893,AI赋能--大数据背景下的伪牌检测系统,天津大学,"张博凯,姜天祺,陈铎",潘刚
大数据应用,二等奖,2023050608,云曦智划——智能化大数据分析平台,太原理工大学,"李逢龙,张晓斌,李畑锦","曹若琛,高程昕"
大数据应用,二等奖,2023053158,"早诊早治，拒绝e默——基于支持向量机的阿尔兹海默症
基因辅助诊断平台",天津工业大学,"刘玮瑾,唐静蕾,彭文珂",施江程
大数据应用,二等奖,2023053948,Edge Computing: 基于边缘计算的全场景电费预测系统,江西师范大学,"王睿,张文静","马勇,廖云燕"
大数据应用,二等奖,2023054103,"EfficientSeg——基于CNN与Transformer协同的智能多
目标医学影像分割系统",湘潭大学,"张灿,黎嘉明,谢雅真","胡凯,张园"
大数据应用,二等奖,2023054277,"同呼吸共命运--全球气候危机的影响及对于减排承诺的综
合评估",南京邮电大学,"石子凡,夏子欣,王文琪",郑晓奇
大数据应用,二等奖,2023055888,气候变化下的数字化思考：从数据中解读人类生存的挑战,江西财经大学,"姚佳煜,刘晨欣",陈爱国
大数据应用,二等奖,2023056011,全球气候变暖与能源转型,南京大学,"罗锦秀,廖格艺","张洁,张莉"
大类名称,奖项,作品编号,作品名称,参赛学校,参赛作者,指导教师
大数据应用,二等奖,2023056379,基于SARIMA模型的能源转型与气候变化预测分析,东南大学,"李修兰,田远垌",董璐
大数据应用,二等奖,2023056774,能源转型和气体排放对于全球气候的影响,苏州大学,"张高睿,贾科航,何航","吴洪状,程诚"
大数据应用,二等奖,2023059438,基于机器学习的境外旅客入境人次分析预测,东华大学,"刘家栋,施嘉扬,雷皓云",燕彩蓉
大数据应用,二等奖,2023059440,基于大规模图神经网络和GPT模型的饮食推荐选餐社区,东华大学,"徐政杰,陈沅溢,胡凯悦","冯珍妮,王志军"
大数据应用,二等奖,2023059817,ai4eye——基于多模态的青光眼影像评估与诊断管理系统,同济大学,"汪欣瑞,朱昀玮,万唯循",刘钦源
大数据应用,二等奖,2023059820,"基于多源数据的城市街区功能与公共交通关 的联性研究
—以西安市部分城区为例",西安建筑科技大学,"芦靖豫,蔡济远,雷阳",郑晓伟
大数据应用,二等奖,2023059880,万家灯火故事长,上海海事大学,"贾旭潼,张裕婷,贺健","刘昱昊,宋安军"
大数据应用,二等奖,2023060307,基于超图的基因本体嵌入在疾病基因预测中的应用,西北工业大学,"徐珩博,张然也","汪涛,高逦"
大数据应用,二等奖,2023060346,基于高阶交互的双塔图神经网络推荐算法模型,成都理工大学,"徐昕怡,李肖洋,黄馨苒",蔡彪
大数据应用,二等奖,2023060397,"基于典型数字孪生场景的无人车交通数据生成与行为策略
学习方法",上海海事大学,"骆明宇,涂凯南,许可可","章夏芬,毕坤"
大数据应用,二等奖,2023060557,数据解读气候变化与全球应对,西南交通大学,李久强,"王恪铭,吕彪"
大数据应用,二等奖,2023060605,“心云”— 开放域社会心态挖掘与引导系统,四川大学,"李帅,周云弈,刘熠杨",王鹏
大数据应用,二等奖,2023060630,移购——车载智能销售平台,电子科技大学,"罗家逸,尹晨阳,白皓臣",戴瑞婷
大数据应用,二等奖,2023060788,“随心配”——智能虚拟换衣系统,西南交通大学,"谭鑫程,易福瑞,黄园园","吕彪,张新有"
大数据应用,二等奖,2023060829,城市轨道交通突发传染病事件信息平台,西南交通大学,"曹思安,董敬寒,胡旭辉","帅斌,刘展汝"
大数据应用,二等奖,2023061072,"基于遗传算法的高速公路充电桩优化配置和车辆充电引导
技术",长安大学,"彭睿哲,田赛,康彧瑞","李博,王宝杰"
大数据应用,二等奖,2023061097,坚守绿水青山第一线,华东理工大学,"吴林浩,竺泽宇,王铭成",胡庆春
大数据应用,二等奖,2023061111,基于大数据和组合神经网络的语言克隆系统,西安电子科技大学,"罗颖,盛溶清,姜牧含","李隐峰,田春娜"
大数据应用,三等奖,2023000060,基于web大数据的数智智能创作平台,广东工业大学,"李家韻,高浩城,冯粤粤",左亚尧
大数据应用,三等奖,2023000116,"“智慧城市地铁畅行”--基于地铁客流量大数据的智能分
析管理与个性化出行规划系统",深圳大学,"吴诗航,何志浩,宋晓宝",王浩
大数据应用,三等奖,2023000608,基于文本情感分析的商品在线评论数据挖掘,淮北师范大学,"唐程岑,夏元坤",杨忆
大数据应用,三等奖,2023000719,“双碳”目标下，基于深度学习的电力系统负荷预测应用,汕头大学,"刘秋祥,缪智伟",方睿
大数据应用,三等奖,2023000914,"幻乐忆场——基于纺锤波检测和睡眠分期的记忆观测和巩
固平台",华南师范大学,"欧奕婷,汤立仁,陈紫欣","潘家辉,吴干华"
大数据应用,三等奖,2023001337,绿色科技解锁无限可能：低碳环保如何引领产业升级？,沈阳城市学院,"尹昊,赵超凡,张艳","李兆,杨红菊"
大数据应用,三等奖,2023001347,“碳”索：数据解读气候变化与双碳目标,河北大学,"刘子行,刘垚,刘子豪","张虹,王苗"
大数据应用,三等奖,2023001620,刑事案件质量评估及分析系统,广东外语外贸大学,"彭敏娜,王海,陈金桥","任函,李霞"
大类名称,奖项,作品编号,作品名称,参赛学校,参赛作者,指导教师
大数据应用,三等奖,2023001930,基于大数据视角下的澳门旅游业转型,澳门城市大学,"梁一博,范玉喆",胡卓民
大数据应用,三等奖,2023001970,鸟瞰中国——季度发展数据指标预测平台,石河子大学,"厉博阳,张勇,裴世成",陈敏
大数据应用,三等奖,2023002189,"数据解读”双碳“目标下中国面临的挑战、机遇与发展前
景",南昌大学,"王冬,耿嘉怡",伍军云
大数据应用,三等奖,2023002548,"""双碳“背景下全球政策分析及中国的探索与实践",南京财经大学,"刘焱,周震,卢贝宁",蒋伟伟
大数据应用,三等奖,2023002942,"城市心情--基于VER与深度学习的情绪识别构建城市心情
指数",广东白云学院,"李晓静,魏萱绮,胡龄月","鲍军荣,蒲源"
大数据应用,三等奖,2023004141,Vision Traffic——基于深度学习的智慧交通监管系统,大连海事大学,"郭帅,王玉静,刘畅",邹婷婷
大数据应用,三等奖,2023004447,基于深度学习的岩石识别系统,肇庆学院,"郑晓媛,刘婵娜,丘杰浩",朱香元
大数据应用,三等奖,2023005260,情绪空间里的苏东坡,河北大学,"王宇彤,石强",王硕
大数据应用,三等奖,2023005401,基于机器学习的北京移动用户体验影响因素的研究,安徽大学,"丁宇豪,侯子劲,董淑雯",庞登浩
大数据应用,三等奖,2023005911,Cloudhub：基于分布式文件系统的法律案件资料库,河南财经政法大学,"程功,王奕凯","戚笑雨,王健"
大数据应用,三等奖,2023006225,机器学习在诊断非小细胞肺癌KRAS突变型的新应用,广东医科大学,"何溢栋,黄谭璇","罗连响,周珂"
大数据应用,三等奖,2023006515,云栖职梦——基于协同过滤算法的岗位推荐系统,广东白云学院,"陈艺元,邓学军,王杰","刘莉,张梦元"
大数据应用,三等奖,2023007289,"数据解读气候变化与全球应对--低碳政策对工业型企业的
发展影响",暨南大学,"何文杰,张希耿,周昱扬",朱小红
大数据应用,三等奖,2023007349,"基于LightGBM与随机森林算法融合的共享单车使用量预
测平台",辽宁大学,"吴高阔,张怡,于卓函",李冬
大数据应用,三等奖,2023007694,基于航空遥感数据的光伏电站功率预测与运维管理系统,南京师范大学,"闫立彪,张永亮,田俊怡","钱伟行,李星硕"
大数据应用,三等奖,2023008364,"能源转型助力我国实现“双碳”目标：基于python的大数
据分析",南京师范大学,"王飞,王宇雷,周思荟","李星硕,钱伟行"
大数据应用,三等奖,2023008505,“数到病除”--基于机器学习的药理研究与定量预测,青岛大学,"杨晓达,张宇翔,邱洪顺",张培俭
大数据应用,三等奖,2023008528,基于机器学习和时空大数据的智慧交通可视化决策平台,中国地质大学（北京）,"张馨玥,郝玉秀",公书慧
